sku_id,state_code,week_index,quantity_actual
SKU_ENT_01,MH,2025-W36,1673
SKU_ENT_01,MH,2025-W37,1573
SKU_ENT_01,MH,2025-W38,1550
SKU_ENT_01,MH,2025-W39,1118
SKU_ENT_01,MH,2025-W40,1492
SKU_ENT_01,MH,2025-W41,1579
SKU_ENT_01,MH,2025-W42,3694
SKU_ENT_01,MH,2025-W43,3293
SKU_ENT_01,MH,2025-W44,3018
SKU_ENT_01,MH,2025-W45,3438
SKU_ENT_01,MH,2025-W46,1379
SKU_ENT_01,MH,2025-W47,1018
SKU_ENT_01,MH,2025-W48,1215
SKU_ENT_01,MH,2025-W49,1261
SKU_ENT_01,MH,2025-W50,1631
SKU_ENT_01,MH,2025-W51,1207
SKU_ENT_01,MH,2025-W52,1488
SKU_ENT_01,DL,2023-W01,842
SKU_ENT_01,DL,2023-W02,843
SKU_ENT_01,DL,2023-W03,1084
SKU_ENT_01,DL,2023-W04,1075
SKU_ENT_01,DL,2023-W05,1434
SKU_ENT_01,DL,2023-W06,1138
SKU_ENT_01,DL,2023-W07,1373
SKU_ENT_01,DL,2023-W08,1237
SKU_ENT_01,DL,2023-W09,1237
SKU_ENT_01,DL,2023-W10,1170
SKU_ENT_01,DL,2023-W11,1359
SKU_ENT_01,DL,2023-W12,1465
SKU_ENT_01,DL,2023-W13,1543
SKU_ENT_01,DL,2023-W14,1397
SKU_ENT_01,DL,2023-W15,1678
SKU_ENT_01,DL,2023-W16,1656
SKU_ENT_01,DL,2023-W17,2974
SKU_ENT_01,DL,2023-W18,2553
SKU_ENT_01,DL,2023-W19,3646
SKU_ENT_01,DL,2023-W20,1967
SKU_ENT_01,DL,2023-W21,1963
SKU_ENT_01,DL,2023-W22,1822
SKU_ENT_01,DL,2023-W23,1724
SKU_ENT_01,DL,2023-W24,1720
SKU_ENT_01,DL,2023-W25,1950
SKU_ENT_01,DL,2023-W26,1399
SKU_ENT_01,DL,2023-W27,1606
SKU_ENT_01,DL,2023-W28,1747
SKU_ENT_01,DL,2023-W29,1731
SKU_ENT_01,DL,2023-W30,2113
SKU_ENT_01,DL,2023-W31,1661
SKU_ENT_01,DL,2023-W32,1452
SKU_ENT_01,DL,2023-W33,1576
SKU_ENT_01,DL,2023-W34,1404
SKU_ENT_01,DL,2023-W35,1185
SKU_ENT_01,DL,2023-W36,1404
SKU_ENT_01,DL,2023-W37,1825
SKU_ENT_01,DL,2023-W38,1254
SKU_ENT_01,DL,2023-W39,1302
SKU_ENT_01,DL,2023-W40,1356
SKU_ENT_01,DL,2023-W41,1894
SKU_ENT_01,DL,2023-W42,4374
SKU_ENT_01,DL,2023-W43,3177
SKU_ENT_01,DL,2023-W44,3170
SKU_ENT_01,DL,2023-W45,4374
SKU_ENT_01,DL,2023-W46,1151
SKU_ENT_01,DL,2023-W47,1133
SKU_ENT_01,DL,2023-W48,1172
SKU_ENT_01,DL,2023-W49,986
SKU_ENT_01,DL,2023-W50,1742
SKU_ENT_01,DL,2023-W51,1108
SKU_ENT_01,DL,2023-W52,1816
SKU_ENT_01,DL,2024-W01,922
SKU_ENT_01,DL,2024-W02,819
SKU_ENT_01,DL,2024-W03,1006
SKU_ENT_01,DL,2024-W04,1207
SKU_ENT_01,DL,2024-W05,940
SKU_ENT_01,DL,2024-W06,1265
SKU_ENT_01,DL,2024-W07,957
SKU_ENT_01,DL,2024-W08,1067
SKU_ENT_01,DL,2024-W09,1064
SKU_ENT_01,DL,2024-W10,1535
SKU_ENT_01,DL,2024-W11,1140
SKU_ENT_01,DL,2024-W12,1448
SKU_ENT_01,DL,2024-W13,1332
SKU_ENT_01,DL,2024-W14,1374
SKU_ENT_01,DL,2024-W15,1554
SKU_ENT_01,DL,2024-W16,1577
SKU_ENT_01,DL,2024-W17,2638
SKU_ENT_01,DL,2024-W18,2742
SKU_ENT_01,DL,2024-W19,2721
SKU_ENT_01,DL,2024-W20,1592
SKU_ENT_01,DL,2024-W21,1642
SKU_ENT_01,DL,2024-W22,1807
SKU_ENT_01,DL,2024-W23,1443
SKU_ENT_01,DL,2024-W24,1745
SKU_ENT_01,DL,2024-W25,2287
SKU_ENT_01,DL,2024-W26,1356
SKU_ENT_01,DL,2024-W27,1695
SKU_ENT_01,DL,2024-W28,1353
SKU_ENT_01,DL,2024-W29,1862
SKU_ENT_01,DL,2024-W30,1662
SKU_ENT_01,DL,2024-W31,1370
SKU_ENT_01,DL,2024-W32,1365
SKU_ENT_01,DL,2024-W33,1702
SKU_ENT_01,DL,2024-W34,1542
SKU_ENT_01,DL,2024-W35,1267
SKU_ENT_01,DL,2024-W36,1783
SKU_ENT_01,DL,2024-W37,1328
SKU_ENT_01,DL,2024-W38,1165
SKU_ENT_01,DL,2024-W39,1240
SKU_ENT_01,DL,2024-W40,1318
SKU_ENT_01,DL,2024-W41,1320
SKU_ENT_01,DL,2024-W42,3750
SKU_ENT_01,DL,2024-W43,3404
SKU_ENT_01,DL,2024-W44,3337
SKU_ENT_01,DL,2024-W45,2669
SKU_ENT_01,DL,2024-W46,1159
SKU_ENT_01,DL,2024-W47,1429
SKU_ENT_01,DL,2024-W48,1016
SKU_ENT_01,DL,2024-W49,920
SKU_ENT_01,DL,2024-W50,1211
SKU_ENT_01,DL,2024-W51,1034
SKU_ENT_01,DL,2024-W52,1246
SKU_ENT_01,DL,2025-W01,917
SKU_ENT_01,DL,2025-W02,932
SKU_ENT_01,DL,2025-W03,1029
SKU_ENT_01,DL,2025-W04,811
SKU_ENT_01,DL,2025-W05,1261
SKU_ENT_01,DL,2025-W06,965
SKU_ENT_01,DL,2025-W07,1106
SKU_ENT_01,DL,2025-W08,905
SKU_ENT_01,DL,2025-W09,1105
SKU_ENT_01,DL,2025-W10,1392
SKU_ENT_01,DL,2025-W11,1403
SKU_ENT_01,DL,2025-W12,1362
SKU_ENT_01,DL,2025-W13,1617
SKU_ENT_01,DL,2025-W14,1434
SKU_ENT_01,DL,2025-W15,1613
SKU_ENT_01,DL,2025-W16,1416
SKU_ENT_01,DL,2025-W17,2610
SKU_ENT_01,DL,2025-W18,3034
SKU_ENT_01,DL,2025-W19,3488
SKU_ENT_01,DL,2025-W20,1855
SKU_ENT_01,DL,2025-W21,1692
SKU_ENT_01,DL,2025-W22,2020
SKU_ENT_01,DL,2025-W23,1451
SKU_ENT_01,DL,2025-W24,1497
SKU_ENT_01,DL,2025-W25,1883
SKU_ENT_01,DL,2025-W26,1611
SKU_ENT_01,DL,2025-W27,1521
SKU_ENT_01,DL,2025-W28,1510
SKU_ENT_01,DL,2025-W29,2099
SKU_ENT_01,DL,2025-W30,1376
SKU_ENT_01,DL,2025-W31,1479
SKU_ENT_01,DL,2025-W32,1495
SKU_ENT_01,DL,2025-W33,1936
SKU_ENT_01,DL,2025-W34,1250
SKU_ENT_01,DL,2025-W35,1537
SKU_ENT_01,DL,2025-W36,1223
SKU_ENT_01,DL,2025-W37,1543
SKU_ENT_01,DL,2025-W38,1096
SKU_ENT_01,DL,2025-W39,1518
SKU_ENT_01,DL,2025-W40,1436
SKU_ENT_01,DL,2025-W41,1263
SKU_ENT_01,DL,2025-W42,3347
SKU_ENT_01,DL,2025-W43,2463
SKU_ENT_01,DL,2025-W44,3169
SKU_ENT_01,DL,2025-W45,4715
SKU_ENT_01,DL,2025-W46,1192
SKU_ENT_01,DL,2025-W47,964
SKU_ENT_01,DL,2025-W48,1248
SKU_ENT_01,DL,2025-W49,1095
SKU_ENT_01,DL,2025-W50,1484
SKU_ENT_01,DL,2025-W51,1423
SKU_ENT_01,DL,2025-W52,1123
SKU_ENT_01,KA,2023-W01,874
SKU_ENT_01,KA,2023-W02,1100
SKU_ENT_01,KA,2023-W03,928
SKU_ENT_01,KA,2023-W04,911
SKU_ENT_01,KA,2023-W05,811
SKU_ENT_01,KA,2023-W06,949
SKU_ENT_01,KA,2023-W07,958
SKU_ENT_01,KA,2023-W08,1483
SKU_ENT_01,KA,2023-W09,1047
SKU_ENT_01,KA,2023-W10,1021
SKU_ENT_01,KA,2023-W11,1058
SKU_ENT_01,KA,2023-W12,1305
SKU_ENT_01,KA,2023-W13,1316
SKU_ENT_01,KA,2023-W14,1548
SKU_ENT_01,KA,2023-W15,1200
SKU_ENT_01,KA,2023-W16,1661
SKU_ENT_01,KA,2023-W17,2003
SKU_ENT_01,KA,2023-W18,2287
SKU_ENT_01,KA,2023-W19,2351
SKU_ENT_01,KA,2023-W20,1449
SKU_ENT_01,KA,2023-W21,1421
SKU_ENT_01,KA,2023-W22,1376
SKU_ENT_01,KA,2023-W23,1146
SKU_ENT_01,KA,2023-W24,1452
SKU_ENT_01,KA,2023-W25,1684
SKU_ENT_01,KA,2023-W26,1533
SKU_ENT_01,KA,2023-W27,1278
SKU_ENT_01,KA,2023-W28,1334
SKU_ENT_01,KA,2023-W29,1397
SKU_ENT_01,KA,2023-W30,1796
SKU_ENT_01,KA,2023-W31,1925
SKU_ENT_01,KA,2023-W32,1391
SKU_ENT_01,KA,2023-W33,1446
SKU_ENT_01,KA,2023-W34,1504
SKU_ENT_01,KA,2023-W35,1493
SKU_ENT_01,KA,2023-W36,1224
SKU_ENT_01,KA,2023-W37,1270
SKU_ENT_01,KA,2023-W38,1233
SKU_ENT_01,KA,2023-W39,1259
SKU_ENT_01,KA,2023-W40,1381
SKU_ENT_01,KA,2023-W41,1464
SKU_ENT_01,KA,2023-W42,2987
SKU_ENT_01,KA,2023-W43,2689
SKU_ENT_01,KA,2023-W44,2269
SKU_ENT_01,KA,2023-W45,2811
SKU_ENT_01,KA,2023-W46,991
SKU_ENT_01,KA,2023-W47,822
SKU_ENT_01,KA,2023-W48,804
SKU_ENT_01,KA,2023-W49,1043
SKU_ENT_01,KA,2023-W50,1478
SKU_ENT_01,KA,2023-W51,1234
SKU_ENT_01,KA,2023-W52,1063
SKU_ENT_01,KA,2024-W01,914
SKU_ENT_01,KA,2024-W02,906
SKU_ENT_01,KA,2024-W03,855
SKU_ENT_01,KA,2024-W04,816
SKU_ENT_01,KA,2024-W05,869
SKU_ENT_01,KA,2024-W06,933
SKU_ENT_01,KA,2024-W07,977
SKU_ENT_01,KA,2024-W08,886
SKU_ENT_01,KA,2024-W09,1128
SKU_ENT_01,KA,2024-W10,900
SKU_ENT_01,KA,2024-W11,1227
SKU_ENT_01,KA,2024-W12,1088
SKU_ENT_01,KA,2024-W13,1290
SKU_ENT_01,KA,2024-W14,1377
SKU_ENT_01,KA,2024-W15,1603
SKU_ENT_01,KA,2024-W16,1438
SKU_ENT_01,KA,2024-W17,2922
SKU_ENT_01,KA,2024-W18,2434
SKU_ENT_01,KA,2024-W19,2448
SKU_ENT_01,KA,2024-W20,2154
SKU_ENT_01,KA,2024-W21,1670
SKU_ENT_01,KA,2024-W22,1497
SKU_ENT_01,KA,2024-W23,1306
SKU_ENT_01,KA,2024-W24,1397
SKU_ENT_01,KA,2024-W25,1708
SKU_ENT_01,KA,2024-W26,1252
SKU_ENT_01,KA,2024-W27,1407
SKU_ENT_01,KA,2024-W28,1367
SKU_ENT_01,KA,2024-W29,1711
SKU_ENT_01,KA,2024-W30,1374
SKU_ENT_01,KA,2024-W31,1483
SKU_ENT_01,KA,2024-W32,1199
SKU_ENT_01,KA,2024-W33,1272
SKU_ENT_01,KA,2024-W34,1383
SKU_ENT_01,KA,2024-W35,1069
SKU_ENT_01,KA,2024-W36,1370
SKU_ENT_01,KA,2024-W37,1319
SKU_ENT_01,KA,2024-W38,1237
SKU_ENT_01,KA,2024-W39,1242
SKU_ENT_01,KA,2024-W40,1058
SKU_ENT_01,KA,2024-W41,1801
SKU_ENT_01,KA,2024-W42,2958
SKU_ENT_01,KA,2024-W43,2783
SKU_ENT_01,KA,2024-W44,2324
SKU_ENT_01,KA,2024-W45,2457
SKU_ENT_01,KA,2024-W46,1128
SKU_ENT_01,KA,2024-W47,949
SKU_ENT_01,KA,2024-W48,1052
SKU_ENT_01,KA,2024-W49,711
SKU_ENT_01,KA,2024-W50,1158
SKU_ENT_01,KA,2024-W51,1229
SKU_ENT_01,KA,2024-W52,1259
SKU_ENT_01,KA,2025-W01,647
SKU_ENT_01,KA,2025-W02,642
SKU_ENT_01,KA,2025-W03,839
SKU_ENT_01,KA,2025-W04,979
SKU_ENT_01,KA,2025-W05,812
SKU_ENT_01,KA,2025-W06,1055
SKU_ENT_01,KA,2025-W07,841
SKU_ENT_01,KA,2025-W08,1000
SKU_ENT_01,KA,2025-W09,1065
SKU_ENT_01,KA,2025-W10,988
SKU_ENT_01,KA,2025-W11,907
SKU_ENT_01,KA,2025-W12,1101
SKU_ENT_01,KA,2025-W13,1249
SKU_ENT_01,KA,2025-W14,1098
SKU_ENT_01,KA,2025-W15,1338
SKU_ENT_01,KA,2025-W16,1288
SKU_ENT_01,KA,2025-W17,2389
SKU_ENT_01,KA,2025-W18,2656
SKU_ENT_01,KA,2025-W19,2648
SKU_ENT_01,KA,2025-W20,1305
SKU_ENT_01,KA,2025-W21,2032
SKU_ENT_01,KA,2025-W22,1622
SKU_ENT_01,KA,2025-W23,1407
SKU_ENT_01,KA,2025-W24,1367
SKU_ENT_01,KA,2025-W25,1148
SKU_ENT_01,KA,2025-W26,1474
SKU_ENT_01,KA,2025-W27,1269
SKU_ENT_01,KA,2025-W28,1497
SKU_ENT_01,KA,2025-W29,1251
SKU_ENT_01,KA,2025-W30,1332
SKU_ENT_01,KA,2025-W31,1914
SKU_ENT_01,KA,2025-W32,1501
SKU_ENT_01,KA,2025-W33,1386
SKU_ENT_01,KA,2025-W34,1109
SKU_ENT_01,KA,2025-W35,1053
SKU_ENT_01,KA,2025-W36,1415
SKU_ENT_01,KA,2025-W37,1410
SKU_ENT_01,KA,2025-W38,999
SKU_ENT_01,KA,2025-W39,1128
SKU_ENT_01,KA,2025-W40,1238
SKU_ENT_01,KA,2025-W41,1148
SKU_ENT_01,KA,2025-W42,2888
SKU_ENT_01,KA,2025-W43,2935
SKU_ENT_01,KA,2025-W44,2777
SKU_ENT_01,KA,2025-W45,2853
SKU_ENT_01,KA,2025-W46,1048
SKU_ENT_01,KA,2025-W47,878
SKU_ENT_01,KA,2025-W48,854
SKU_ENT_01,KA,2025-W49,633
SKU_ENT_01,KA,2025-W50,1107
SKU_ENT_01,KA,2025-W51,1390
SKU_ENT_01,KA,2025-W52,1325
SKU_ENT_01,TN,2023-W01,775
SKU_ENT_01,TN,2023-W02,841
SKU_ENT_01,TN,2023-W03,997
SKU_ENT_01,TN,2023-W04,713
SKU_ENT_01,TN,2023-W05,822
SKU_ENT_01,TN,2023-W06,730
SKU_ENT_01,TN,2023-W07,807
SKU_ENT_01,TN,2023-W08,1139
SKU_ENT_01,TN,2023-W09,914
SKU_ENT_01,TN,2023-W10,957
SKU_ENT_01,TN,2023-W11,990
SKU_ENT_01,TN,2023-W12,1242
SKU_ENT_01,TN,2023-W13,1023
SKU_ENT_01,TN,2023-W14,1367
SKU_ENT_01,TN,2023-W15,1716
SKU_ENT_01,TN,2023-W16,1557
SKU_ENT_01,TN,2023-W17,2339
SKU_ENT_01,TN,2023-W18,1835
SKU_ENT_01,TN,2023-W19,2198
SKU_ENT_01,TN,2023-W20,1524
SKU_ENT_01,TN,2023-W21,1319
SKU_ENT_01,TN,2023-W22,1660
SKU_ENT_01,TN,2023-W23,1301
SKU_ENT_01,TN,2023-W24,977
SKU_ENT_01,TN,2023-W25,1165
SKU_ENT_01,TN,2023-W26,1591
SKU_ENT_01,TN,2023-W27,1586
SKU_ENT_01,TN,2023-W28,1489
SKU_ENT_01,TN,2023-W29,1767
SKU_ENT_01,TN,2023-W30,1431
SKU_ENT_01,TN,2023-W31,1239
SKU_ENT_01,TN,2023-W32,1133
SKU_ENT_01,TN,2023-W33,977
SKU_ENT_01,TN,2023-W34,1311
SKU_ENT_01,TN,2023-W35,1238
SKU_ENT_01,TN,2023-W36,1299
SKU_ENT_01,TN,2023-W37,1372
SKU_ENT_01,TN,2023-W38,1073
SKU_ENT_01,TN,2023-W39,1120
SKU_ENT_01,TN,2023-W40,867
SKU_ENT_01,TN,2023-W41,866
SKU_ENT_01,TN,2023-W42,2372
SKU_ENT_01,TN,2023-W43,2420
SKU_ENT_01,TN,2023-W44,2970
SKU_ENT_01,TN,2023-W45,2299
SKU_ENT_01,TN,2023-W46,1104
SKU_ENT_01,TN,2023-W47,789
SKU_ENT_01,TN,2023-W48,920
SKU_ENT_01,TN,2023-W49,1003
SKU_ENT_01,TN,2023-W50,1277
SKU_ENT_01,TN,2023-W51,1546
SKU_ENT_01,TN,2023-W52,1125
SKU_ENT_01,TN,2024-W01,881
SKU_ENT_01,TN,2024-W02,887
SKU_ENT_01,TN,2024-W03,1027
SKU_ENT_01,TN,2024-W04,834
SKU_ENT_01,TN,2024-W05,791
SKU_ENT_01,TN,2024-W06,872
SKU_ENT_01,TN,2024-W07,716
SKU_ENT_01,TN,2024-W08,772
SKU_ENT_01,TN,2024-W09,917
SKU_ENT_01,TN,2024-W10,691
SKU_ENT_01,TN,2024-W11,1059
SKU_ENT_01,TN,2024-W12,1023
SKU_ENT_01,TN,2024-W13,1126
SKU_ENT_01,TN,2024-W14,1086
SKU_ENT_01,TN,2024-W15,1583
SKU_ENT_01,TN,2024-W16,1490
SKU_ENT_01,TN,2024-W17,1988
SKU_ENT_01,TN,2024-W18,2707
SKU_ENT_01,TN,2024-W19,1924
SKU_ENT_01,TN,2024-W20,1409
SKU_ENT_01,TN,2024-W21,1563
SKU_ENT_01,TN,2024-W22,1442
SKU_ENT_01,TN,2024-W23,1353
SKU_ENT_01,TN,2024-W24,1414
SKU_ENT_01,TN,2024-W25,1359
SKU_ENT_01,TN,2024-W26,1463
SKU_ENT_01,TN,2024-W27,1273
SKU_ENT_01,TN,2024-W28,1121
SKU_ENT_01,TN,2024-W29,1827
SKU_ENT_01,TN,2024-W30,1235
SKU_ENT_01,TN,2024-W31,1217
SKU_ENT_01,TN,2024-W32,1206
SKU_ENT_01,TN,2024-W33,1847
SKU_ENT_01,TN,2024-W34,1274
SKU_ENT_01,TN,2024-W35,1398
SKU_ENT_01,TN,2024-W36,1307
SKU_ENT_01,TN,2024-W37,1254
SKU_ENT_01,TN,2024-W38,911
SKU_ENT_01,TN,2024-W39,1121
SKU_ENT_01,TN,2024-W40,1063
SKU_ENT_01,TN,2024-W41,1204
SKU_ENT_01,TN,2024-W42,2522
SKU_ENT_01,TN,2024-W43,2445
SKU_ENT_01,TN,2024-W44,2592
SKU_ENT_01,TN,2024-W45,2311
SKU_ENT_01,TN,2024-W46,1245
SKU_ENT_01,TN,2024-W47,824
SKU_ENT_01,TN,2024-W48,694
SKU_ENT_01,TN,2024-W49,775
SKU_ENT_01,TN,2024-W50,1316
SKU_ENT_01,TN,2024-W51,1158
SKU_ENT_01,TN,2024-W52,1359
SKU_ENT_01,TN,2025-W01,900
SKU_ENT_01,TN,2025-W02,700
SKU_ENT_01,TN,2025-W03,879
SKU_ENT_01,TN,2025-W04,791
SKU_ENT_01,TN,2025-W05,781
SKU_ENT_01,TN,2025-W06,966
SKU_ENT_01,TN,2025-W07,748
SKU_ENT_01,TN,2025-W08,956
SKU_ENT_01,TN,2025-W09,962
SKU_ENT_01,TN,2025-W10,810
SKU_ENT_01,TN,2025-W11,1176
SKU_ENT_01,TN,2025-W12,777
SKU_ENT_01,TN,2025-W13,1052
SKU_ENT_01,TN,2025-W14,1344
SKU_ENT_01,TN,2025-W15,1976
SKU_ENT_01,TN,2025-W16,1238
SKU_ENT_01,TN,2025-W17,1974
SKU_ENT_01,TN,2025-W18,2677
SKU_ENT_01,TN,2025-W19,3018
SKU_ENT_01,TN,2025-W20,1500
SKU_ENT_01,TN,2025-W21,1222
SKU_ENT_01,TN,2025-W22,1136
SKU_ENT_01,TN,2025-W23,1420
SKU_ENT_01,TN,2025-W24,955
SKU_ENT_01,TN,2025-W25,1236
SKU_ENT_01,TN,2025-W26,1617
SKU_ENT_01,TN,2025-W27,1336
SKU_ENT_01,TN,2025-W28,1281
SKU_ENT_01,TN,2025-W29,1380
SKU_ENT_01,TN,2025-W30,1386
SKU_ENT_01,TN,2025-W31,1283
SKU_ENT_01,TN,2025-W32,1130
SKU_ENT_01,TN,2025-W33,1111
SKU_ENT_01,TN,2025-W34,1126
SKU_ENT_01,TN,2025-W35,1196
SKU_ENT_01,TN,2025-W36,1224
SKU_ENT_01,TN,2025-W37,1023
SKU_ENT_01,TN,2025-W38,1249
SKU_ENT_01,TN,2025-W39,1009
SKU_ENT_01,TN,2025-W40,779
SKU_ENT_01,TN,2025-W41,1236
SKU_ENT_01,TN,2025-W42,3185
SKU_ENT_01,TN,2025-W43,2755
SKU_ENT_01,TN,2025-W44,1823
SKU_ENT_01,TN,2025-W45,2336
SKU_ENT_01,TN,2025-W46,792
SKU_ENT_01,TN,2025-W47,937
SKU_ENT_01,TN,2025-W48,1041
SKU_ENT_01,TN,2025-W49,806
SKU_ENT_01,TN,2025-W50,1371
SKU_ENT_01,TN,2025-W51,828
SKU_ENT_01,TN,2025-W52,1087
SKU_ENT_01,GJ,2023-W01,787
SKU_ENT_01,GJ,2023-W02,903
SKU_ENT_01,GJ,2023-W03,623
SKU_ENT_01,GJ,2023-W04,833
SKU_ENT_01,GJ,2023-W05,656
SKU_ENT_01,GJ,2023-W06,1034
SKU_ENT_01,GJ,2023-W07,766
SKU_ENT_01,GJ,2023-W08,929
SKU_ENT_01,GJ,2023-W09,856
SKU_ENT_01,GJ,2023-W10,911
SKU_ENT_01,GJ,2023-W11,805
SKU_ENT_01,GJ,2023-W12,930
SKU_ENT_01,GJ,2023-W13,914
SKU_ENT_01,GJ,2023-W14,1186
